id,title,year,movie_embedding
547,Surviving the Game,1994,"[0.0044426983,-0.008761503,0.0031191604,0.0062200315,-0.0030090627,0.0016630891,0.015067407,-0.005196009,0.0066311024,-0.004069987,-0.0063431524,-0.004577707,-0.00082241656,-0.0069739996,0.014490748,0.0021496362,0.0153714,0.009140233,0.012687287,0.0052633174,-0.005270468,0.003274877,-0.01162062,-0.0011346528,-0.015062173,0.008107482,-0.001673935,-0.008355923,0.023219235,-0.00022335815,0.002471649,0.004299458,-0.0043316567,0.009146348,0.0041871374,0.0038236533,0.013190005,0.010209062,0.016260548,-0.0016862674,-0.0034595013,-0.00030849315,-0.007945808,-0.007303032,-0.00044738018,0.0013626528,0.005427571,0.0015390282,-0.002546103,0.0065871566,-0.0013301519,0.002198371,0.003621216,0.00560669,-0.0059926664,-0.00039452533,0.009070643,0.0016566867,0.01300776,0.0046922644,-0.0064673456,-0.002875225,-0.008667042,0.0015390884,0.017719029,-0.001897532,0.0056123296,-0.006711784,0.021656526,-0.0007748952,-0.014144587,-0.0029743286,-0.011994954,-0.0027558133,-0.0059996005,0.0038700015,0.0021802136,-0.0006644569,-0.0004916582,0.0011563041,-0.0053756977,0.01091596,-0.0052289753,0.01955954,0.008729979,-0.009653257,-0.012277196,-0.004205386,0.005862543,-0.008449691,0.0072301184,0.0016810151,-0.0049464344,-0.003871549,-0.0051231263,0.005845374,-0.002045186,0.007173541,0.0021990445,0.001213203]"
548,Terminal Velocity,1994,"[0.0010672939,-0.006079641,-0.0020518359,0.0012541317,-0.0010481599,-0.0003136186,-0.0024531356,-0.009517705,-0.010979542,-0.006150281,-0.0009129771,0.00047916605,-0.003981584,-0.0024560036,0.014595403,0.0057238187,0.009346399,0.002794329,-0.0057680397,0.0037681228,-4.0969426e-05,-0.0074585453,0.014248444,0.011481389,0.012275786,0.008839202,-0.009289674,-0.0061580827,0.01556938,0.0068536443,0.011027723,-0.004579151,0.015557782,0.016709963,0.014033227,0.016153324,0.0029076105,0.0029182266,0.0022735458,-0.014244821,-0.0061922586,-0.00088156585,0.014648771,-0.014857067,-0.0032108154,0.0035852012,0.0042692893,0.022932155,0.013548033,0.014709342,0.0069932532,-0.0033296624,-0.00069012237,0.0056279874,0.0030767936,0.0065225773,0.008745753,-0.007752432,0.005635452,-0.002346418,0.017197087,0.0077177687,-0.0069185714,-0.006979957,0.012985454,0.013539514,-0.0005772732,0.013025968,0.011539346,-0.00046474554,-0.0052871397,-0.0018022856,0.0045246338,0.01793714,0.0044897012,0.017976291,0.012603238,0.0042202272,0.016430799,0.0066969516,0.0025272355,0.0026974163,-0.0028474769,0.010789092,0.017965168,0.0054137423,0.004120495,-0.00053273,-0.0065715793,0.01195136,0.0010839959,-0.017917186,0.009458469,-0.00510276,-8.842141e-05,0.0060569886,0.00882889,0.00029036726,0.0012165272,0.008820895]"
549,Thirty-Two Short Films About Glenn Gould,1993,"[0.0032992878,0.0064659347,0.001695604,0.00949857,0.004752544,-0.00358825,0.0020348108,0.0060359696,0.00074619625,-0.007884675,0.002074517,-0.005514134,-3.9392016e-05,0.006349305,0.018644514,0.011713017,0.0037772283,-0.0010255829,-0.014794643,-0.0024313142,0.0033396997,0.010699935,0.0032168706,0.013112177,0.0033666235,0.007946257,0.015540208,0.0028875775,0.021514723,-0.0012616024,0.012769588,-0.002566023,0.008491239,-0.0014783358,-0.0037406592,0.009081846,0.0026622517,0.00012513489,-0.0044439305,-0.012482144,-0.01307196,0.002781682,0.003518021,-0.00047611428,0.00021135449,-0.0079990225,0.01202338,0.00408117,0.004961524,0.0018489421,0.0058617424,0.0008130822,0.0023695924,0.0049210596,0.0018186475,-7.844275e-05,0.0066995337,0.006019638,0.0011369142,0.013960009,-0.0018438324,0.0120765185,0.0050649974,0.0056987056,-0.0024787798,0.010145723,0.008326061,0.013848101,0.0019492052,0.013121572,0.009546093,0.0041942666,0.009218668,-0.00065254397,0.009272296,0.011456812,0.0012808976,0.0038565376,0.007294747,-0.0008567723,-0.0014986697,0.0044249953,0.0009327812,0.014391776,0.00507591,0.0069974386,0.0049300743,-0.0019130133,-0.004260438,0.0024823556,0.016542235,0.003919913,-8.8957866e-05,-0.00014707158,-0.009502549,-0.0036234714,0.014372269,4.1200105e-06,-0.0061088963,0.008062324]"
550,Threesome,1994,"[0.0099869855,-0.002337409,-0.007976126,-0.0009947749,-0.0018628972,0.0019079366,0.0059716846,0.003429689,0.006261515,0.0029892211,0.0025786876,-0.0066998983,0.002950023,0.019562995,0.015050099,-0.0046281395,-0.009867577,-0.00600015,0.0080274455,0.0015305654,0.0010627562,0.008480055,0.0050600017,0.013164583,0.010502021,0.0074860747,0.007416623,-0.017481135,0.010972787,0.002222108,0.0111289285,-0.010357441,0.014555472,0.008262208,0.0011070578,0.015680034,0.012852364,-0.014518453,0.003464723,0.0034758563,0.012349899,0.0068674376,0.013998668,0.005961415,-0.0032930064,0.0064765248,0.013752813,0.007359917,0.0073026535,0.010112425,0.010065324,-0.00069678825,-0.012712064,-0.0030730239,0.003300042,0.008232488,-0.003946893,0.006068376,-0.0012316988,-0.0035647913,0.012000682,0.00042635112,-0.002344622,-0.008518499,-0.0034530086,0.0056853765,-0.0024296062,0.008917095,-0.006002242,0.021116985,-0.0018952992,-0.0050665736,0.014314726,0.012185839,0.00039081756,0.022362273,-0.00069006684,-0.0004312584,0.010667186,0.0012534535,-0.0011863102,0.019545378,0.0035659834,0.007097202,0.017586216,0.013350567,0.015542096,0.003154788,0.0039999685,0.0002980952,0.0007606955,0.0075590773,0.01062391,0.010735284,-0.0046088123,-0.0027573777,0.013718933,-0.0039439225,0.009800958,0.0049889516]"
554,Unknown,,"[0.00055425393,-0.021759521,-0.010710287,-0.008640638,-0.0047822255,0.005051666,-0.004847491,0.013943168,-0.043361805,-0.022752404,0.0106833745,-0.006938014,-0.007842099,0.0022805813,-0.015302758,-0.005959818,-0.01113289,-0.0032983532,0.00873918,0.011702311,0.0011830608,-0.010716665,-0.00064695417,0.017958991,0.009726922,0.011788863,0.025847124,0.01228691,-0.00973106,-0.012984812,0.012689992,-0.011058862,0.019931814,-0.00017232909,0.016098484,0.005035321,-0.0048301946,-0.016747022,0.001854793,0.0006875533,0.009645259,0.028855685,-0.0154199945,-0.012286395,0.030861713,-0.011779783,0.020054646,-0.014379199,0.016857147,0.0047781114,0.02270757,0.047030423,-0.02215814,0.02579182,0.043617584,0.009496045,-0.02300158,-0.012289165,0.024750171,0.022552954,-0.00826489,-0.0010055908,0.0022207857,1.16093515e-05,0.0029864532,0.00735831,0.014247386,0.024791714,0.003958206,-0.025711397,0.014045265,0.037874337,-0.019138237,0.0036178106,0.021034788,0.013690665,0.016359888,0.013062455,0.014553755,-0.008559887,-0.016728137,0.017176233,-0.0049911877,-0.0014990149,0.019764075,0.010643404,-0.024821343,0.02244601,-0.0021022656,-0.0075554913,-0.0020187618,0.01787548,0.018165587,-0.016304038,0.010666565,0.014209832,-0.01627538,-0.021590646,0.016950727,-0.006767044]"
557,Unknown,,"[-0.004999234,0.0026814255,-0.0045814267,2.7892502e-05,-0.008301924,0.010533882,-0.013735359,0.007997729,0.008904685,0.0050340174,0.0064013186,0.0016354618,0.00015474105,-0.0027470058,0.018371854,0.0063749533,0.0090364255,0.0034385615,-0.0016289891,-0.009790151,0.008788494,0.0060548675,0.021274492,0.01187796,0.008474768,0.008905079,0.010631868,0.021012533,0.0075358325,-0.001602778,0.02181961,-0.020389082,0.007300012,0.00261869,-0.0147933895,-0.0013460937,0.0028785104,-0.007034676,0.006478279,-0.002233748,-0.0031665615,0.0014082834,-0.0068396125,0.00042880257,0.004255466,-0.0020372514,0.0030580855,0.005059257,0.0061427294,0.009406957,0.008134344,0.0036094056,0.0013263291,-0.008579264,0.0038224892,0.015049343,0.008015736,0.0012379112,0.0022378971,0.000738416,0.007046385,0.004200288,-0.001769029,0.011282734,0.010414249,0.008393754,0.0018393159,0.008260317,-0.0010350748,0.014970715,0.012650089,0.0122965975,0.017480224,0.0062823244,0.011421426,0.0076587377,0.005983508,0.004403846,0.0175943,0.006421083,-0.0009515958,0.009315375,0.010255664,0.015999952,-0.0090609435,0.018378595,0.013766893,-0.0032914388,-0.0029218865,0.005458179,0.005168605,0.0036077087,0.0055524386,-0.007566845,0.008633786,-0.0033558263,0.0037470653,-0.006614614,0.0145860175,0.0028961133]"
559,Unknown,,"[-0.016623242,0.003956173,0.012913912,0.0020872764,0.011496206,0.0059523373,1.6111466e-05,-0.006931325,0.011571071,0.013234689,-0.0060775992,0.019945841,0.013025807,0.01801555,0.023924474,0.011126201,0.00080648385,-0.0024977785,0.009747526,0.0015136945,-0.0010253276,-0.009852665,-0.01886493,0.032669127,-0.0033551662,0.009326131,-0.001732336,-0.0001259498,-0.00080708694,0.011954757,0.0069688074,-0.0015210086,-0.0039005359,0.010353286,0.022675684,-0.020884594,-0.008660869,0.017010558,-0.0021701427,0.02142725,-0.0036873638,-0.021970844,0.008077152,0.011801065,0.014889238,2.0298543e-05,0.014990479,-0.007432403,0.04480633,0.013173097,0.013312534,0.023807157,0.026797114,0.0032824818,0.016935693,-0.0081522325,0.031215262,0.023131663,-0.013768184,-0.008716632,-0.0014864659,-0.00086279045,-0.011621701,0.007856649,-0.008168998,0.018170426,0.0005772879,0.007969062,-0.0026169175,-0.0032165833,0.027135167,0.027768776,0.015722482,0.004810633,-0.019356119,-0.0003687695,-0.0019182638,0.011710426,0.0010249786,0.007644498,0.035252847,0.0104503,0.004275068,0.0058735553,0.018653333,0.008648321,0.0022755645,-0.008500961,0.019056508,0.0056736986,0.0020474829,0.007557451,0.011744891,0.0016482463,0.026666408,-0.004530753,0.013980041,-0.008787868,0.0009141501,0.0022384746]"
560,Unknown,,"[0.042528223,0.017746517,0.010695106,0.049939916,0.042006485,0.057579454,-0.033623323,0.044813044,-0.015018198,0.030707423,-0.024276901,0.06734246,-0.03171922,-0.015121315,0.0312609,0.01060332,0.015199898,0.057521317,0.002126017,0.00032014374,0.06225566,-0.0091943145,0.027621256,0.029392485,0.03727616,0.012437769,0.0030443002,-0.015407262,0.001195001,-0.015883455,0.007564307,0.02103096,-0.018673569,0.0068585714,0.03033431,-0.0064825993,-0.06734212,-0.0076069273,-0.003415135,-0.0063906834,0.032784004,-0.0013125986,0.023880558,-0.015225272,-0.011714736,0.009989356,0.021312362,-0.02001111,0.02095199,-0.024030594,-0.01093318,-0.041350704,-0.04533804,0.029519686,0.051169965,-0.053474773,0.021888334,0.027119381,-0.013350015,0.011111212,-0.016839916,-0.034659643,0.010493554,0.06356152,0.025426598,-0.06514679,0.04636815,0.0082909195,-0.027647886,-0.0064964085,-0.041182112,-0.034846842,0.020149319,0.026469247,-0.009020308,0.019518305,-0.03489192,0.0017560008,0.016094796,-0.013207994,-0.0074363756,0.029978935,0.020180035,0.036029287,-0.013683162,0.003059526,-0.024601106,-0.0367569,0.012195598,0.015700212,-0.011698561,-0.027235309,-0.055010736,-0.019094724,0.017415557,-0.018106796,0.041786887,0.025338866,0.07548445,-0.024281956]"
561,Unknown,,"[0.0055905282,-0.051863935,0.003205985,-0.010770429,0.02753774,-0.019505242,0.04802721,-0.030247789,0.060522076,0.06771598,0.05247491,0.0018698333,-0.0042145373,0.021217745,0.02823441,-0.0162979,-0.023519985,-0.003967104,-0.008280929,0.032182176,0.047099028,0.022474913,-0.0062034144,-0.02093092,-0.04835897,-0.023825489,-0.017797649,-0.0042650094,0.011914965,0.020889005,0.003536388,-0.009987001,0.03738371,0.031513017,-0.004888364,0.022351714,0.023537343,0.04920672,-0.07079065,-0.010525038,-0.008722622,-0.019939698,0.01570237,0.049005166,0.02068862,-0.012998139,-0.024369996,0.027227296,-0.044208087,-0.02168671,0.044349182,-0.00514962,-0.011805727,-0.0034073154,0.040149845,-0.017488813,0.03900255,0.04238334,0.025753701,-0.037366167,0.00080844836,0.033617325,0.013763486,0.0069910274,0.03733177,0.00820298,0.020404052,-0.024064869,-0.02493613,-0.015202178,-0.0041474495,-0.01572902,0.007893601,0.006276242,0.011778935,0.012032638,0.009710796,-0.015597175,0.049482208,0.04642119,0.002999391,-0.022671007,-0.004695555,-0.021288026,-0.012160549,0.052757926,0.006708328,0.01623803,-0.0050142966,-0.02742874,-0.010227918,0.038292766,-0.01905872,0.036834124,-0.014779115,0.03146794,0.060110703,-0.02863619,0.0071790093,0.0028620595]"
563,Germinal,1993,"[-0.017237999,0.019105785,0.002520882,-0.013091069,0.031755317,0.0006693481,0.035280246,-0.0074774045,0.009159429,-0.015308128,0.03225491,0.00015614998,0.009405677,0.019403696,-0.0142284,0.0068901656,0.031029671,0.0018032751,0.00080970593,-0.024394188,-0.030967684,-0.0016035602,-0.0010594738,0.027326843,-0.03513241,0.030133989,0.014877442,0.0043579447,0.010642913,0.0072718775,0.0030923425,-0.037798937,-0.012127133,0.03921918,0.013140725,0.012901518,0.0058990046,0.03781307,-0.016788939,0.048781913,0.02156417,0.056287035,0.017130764,0.018919364,0.009382797,-0.012455278,0.020980759,-0.039504774,0.028237535,-0.0010539318,-0.01503585,0.044568308,0.037396766,0.03132778,0.0053882548,-0.0091566555,-0.041234285,-0.03853731,-0.009643965,-0.016469153,0.0013587048,-0.022271149,-0.0009478512,0.021388736,0.00798551,0.00076387875,0.007604919,0.04506587,0.021664899,-0.0048780246,0.0151200155,-0.020548472,0.06400149,-0.013150921,-0.019142298,0.04037131,0.053313244,-0.0070636943,0.0144978305,-0.026197957,-0.046419088,-0.021942025,-0.044966478,0.037167054,-0.016215535,-0.011044036,-0.007688267,0.005433807,0.0110234255,-0.0041437657,-0.04824226,0.006648463,0.038021207,-0.014293697,-0.02527576,-0.008017012,-0.028340172,0.038438316,0.020182496,-0.024709461]"
564,Chasers,1994,"[-0.01568198,0.005334169,-0.014459921,-0.012343067,-0.006367675,-0.007143949,-0.013817925,0.0029102457,-0.014467444,-0.016567092,-0.008121427,-0.011555173,0.005025872,-0.011396436,-0.014386954,0.01744804,-0.008641727,-0.009808691,-0.0013814758,-0.016084045,-0.061498042,0.0037710846,0.019090561,0.016873231,-0.0509109,0.002065016,0.013346392,0.0082404995,-0.01793895,-0.012442921,0.0066464357,0.013342655,-0.032502983,0.06027071,0.016019158,0.032552794,-0.012442266,-0.01616187,0.007098352,0.003039282,0.039277367,0.045430444,-0.00014237911,0.030944576,0.0021868013,0.036219448,-0.005080443,0.02784064,0.017825846,0.015091276,0.029778386,0.007904333,0.00548788,-0.02444747,0.003953233,0.00028883535,0.020430267,0.016784362,-0.030911814,-0.013743882,0.009400372,0.004815781,-8.299241e-05,0.01836846,-0.0060366513,-0.031980332,0.017959954,0.008120441,0.054668523,0.010356821,0.010111513,-0.017761786,0.0068238904,-0.021528348,-0.0076953797,0.00246493,0.030253759,-0.016061278,0.037075523,-0.0048413244,0.01058457,-0.0019126124,-0.0149720395,0.018538652,0.023480047,-0.011055064,-0.012445675,-0.00838104,0.025224766,0.030925998,0.031524386,0.019731704,-0.026583018,0.00482188,0.022986114,-0.0072345715,0.012979115,-0.0042164433,-0.020347586,-0.020274645]"
565,Unknown,,"[0.008853109,-0.0040309466,-0.0055876835,0.006878298,0.004740434,0.008576405,0.00034363766,0.0075332364,0.0021732233,0.0052177487,0.00077020784,-0.012241448,0.0020156966,0.009319211,-0.008833015,-0.0010380415,0.016590679,0.017648365,0.0068617696,-0.0042206594,0.0007696949,0.01657523,0.0049394695,0.0072673406,0.004094051,0.0022178881,0.009569298,0.0065369615,0.0082760425,0.0009363124,0.0044181994,-0.0025971225,-0.0014384304,0.006825903,0.0037540693,0.014528417,-0.010735909,0.005459586,-0.014078207,0.010591605,0.0072663925,-0.0067431326,0.001420759,0.0077500627,-0.0034472074,0.0035613794,0.0059049972,0.0089473035,-0.003459252,0.0055248234,-0.00051127473,0.004654856,-0.0009860158,-0.0031965396,0.0004952938,0.011578177,0.0060664015,0.008082168,0.0017161568,-0.0075277905,0.008681017,0.006596351,0.0025279874,-0.0008348826,0.009923184,0.0036843305,0.005710672,-0.0065469085,-0.0035292888,-0.002115037,0.0046080314,0.0043454887,0.012701894,-0.0014203903,0.00019492075,0.005011849,0.017069034,-0.0008387319,-0.001193165,0.0032066773,0.0007237415,0.0037024906,0.01602527,0.009532255,-0.0004124295,0.008766515,0.020734351,0.0071176905,-0.0009956722,0.009080964,0.017198898,-0.0023742614,0.0060009933,-0.009377463,0.0068066004,0.006037008,-0.009396065,-0.0010178201,-0.007897443,0.008117203]"
566,Unknown,,"[0.0116723245,-0.0056670904,-0.0020505928,0.022620946,-0.008190876,-0.0012060825,0.009028984,-0.0020605857,0.008930323,0.008739545,0.012838287,-0.006811002,-0.00023539123,0.004055301,-0.0035901638,-0.0048001152,0.005285582,0.014600019,0.0027733713,-0.004640319,0.0055345623,0.010234167,-0.0012777452,0.01614279,0.005549857,0.00016500501,0.011881144,0.0036396536,0.005622088,0.009289677,0.0024200664,0.0061080223,-0.0055580284,0.0045831227,0.016724126,0.012235012,-0.019006936,0.0060670394,-0.006871794,0.01730405,0.014010867,-0.01585169,0.013961188,0.010284082,0.0025356156,-0.0019391353,0.00918313,-0.0034194337,0.013438119,0.0020609752,0.020395584,-0.00014304748,0.017907051,-0.010954622,0.0076751276,0.01271222,0.009260423,0.016913809,0.003271368,-0.006561189,0.0061649173,0.001783155,0.011306591,0.0052418546,-0.010514225,0.025090622,-0.0020342686,-0.007242155,-0.00075160817,0.0058958805,0.0009499625,0.0020162326,0.0047057513,0.00532518,-0.005361481,0.0041651246,0.019669363,0.0042687287,-0.0018166495,0.0040558237,0.024920875,0.0036109886,0.024364175,0.008076756,-0.003425712,0.00085662364,0.021285685,-0.0010318134,0.0019906599,0.005880003,0.004989873,-0.00015821964,-0.0008693764,0.0003549826,0.009223954,0.006256463,-0.0063344007,0.0019809122,-0.0036616232,0.012464137]"
567,Kika,1993,"[-0.0012989031,0.00364007,-0.022864116,0.012296477,-0.04073825,0.021141827,0.03854995,-0.013856915,0.020143464,0.018138496,-0.03205648,0.04521284,-0.010780191,0.016693715,0.0036854756,-0.009290964,-0.05583603,0.025727807,0.0041366504,0.0161237,-0.011805084,-0.0065090237,-0.031290766,0.03363968,0.0017181234,-0.00094397174,0.034659233,-0.016593534,-0.017881012,-0.0050138384,0.025153862,0.001037301,0.02359304,0.008181555,-0.02428504,0.020324517,0.028500581,-0.048055436,-0.024058629,0.010610753,0.03181192,0.021404326,0.044470124,0.013723874,0.013157504,-0.011841279,0.026953269,-0.016540699,-0.00076682377,0.023347124,0.0016872501,-0.034977987,-0.012515295,0.02204666,-0.021923961,0.0046847374,0.00013857373,-0.0007094541,-0.0031228557,0.0117548425,-0.0043695704,0.014797345,0.009522939,-0.011019358,-0.0070135077,0.0031408023,-0.008832648,0.009195973,-0.013661743,0.033070114,0.011347596,-0.019362662,0.015050041,0.01807745,0.013042964,0.005700187,-0.05042988,0.0036087686,0.03826856,0.019303242,-0.001473697,-0.045075115,0.028268669,0.014876337,0.013312994,0.054706097,0.029631646,0.010712807,0.030601477,-0.018803263,-0.028253483,-0.008052323,0.011331905,-0.012726636,0.010421166,0.0003098616,0.020135768,-0.020699175,-0.018832127,0.005471094]"
570,Unknown,,"[0.0161547,0.01787927,-0.0017179785,0.010096988,-0.020851724,-0.014516436,0.015107195,0.036816236,0.022059333,-0.029923791,0.013938958,0.04260606,0.012401014,-0.012736103,2.8290633e-05,-0.012871356,0.0034469343,0.019135164,-0.007164312,-0.0025593874,-0.0084707625,0.031980608,0.01555778,0.006041303,-0.0056244764,0.01701647,-0.024996405,0.032342993,-0.0018099163,0.008276808,0.019297456,0.0008487996,-0.00066283403,-0.003255353,-0.011699081,0.006904344,0.0041260924,0.0015531711,0.006515583,-0.008853831,0.004325364,-0.0012675064,0.025243394,0.020836957,-0.008277067,-0.006855301,-0.013995711,0.009279029,0.025429316,0.028268706,0.029747764,0.010604944,0.011807519,-0.004884285,0.008416236,0.023247872,0.029479483,0.029567173,0.005241717,0.009086503,0.008584722,0.016672337,0.005357326,0.0060359566,0.012621595,-0.010957165,0.0073525696,-0.003395604,0.006955219,0.041495763,0.0026230002,-0.009323013,-0.016437057,0.0013192034,0.0028521756,0.0018011644,0.016574938,0.0069760936,-0.009036638,0.009888016,0.034457956,0.024535831,0.022627862,0.013424275,-0.0018825781,0.0027780829,-0.010031211,0.010258881,-0.006925653,0.0006547043,0.0032959627,0.03547738,0.015363755,0.012462436,0.01515338,-0.020640697,0.005902642,-0.00020179269,0.0005639732,0.017702498]"
571,Unknown,,"[0.005338138,-0.0005989963,-0.0026006482,0.003504337,0.006354,0.014339582,0.002740952,-0.005554319,0.005214162,-0.0062013958,0.0015557503,-0.008872694,-0.011841392,0.0030968587,0.024514195,-0.02513853,0.0013466646,0.017578052,0.0046368456,-0.0102792755,0.0032723085,-0.0023010673,-0.021113282,-0.0054781227,-0.0017442453,-0.0005845597,-0.03181166,0.021816961,-0.009640928,0.0075826487,-0.02396456,-0.020862034,0.006971753,0.031164266,0.012454801,-0.0005139783,0.0075521893,0.013766987,0.005858588,0.00993271,0.015504005,-0.0037666159,-0.0008226317,-0.026783058,-0.006966375,0.0013925567,0.0053847074,-0.0019454545,-0.0005922805,-0.008453283,-0.0031443313,-0.021022787,-0.0026048464,-0.017632112,0.0085728485,-0.0033916403,-0.008723467,-0.008336282,0.013844606,0.021247303,-0.0061407737,0.034375835,-0.012666333,0.0025663844,0.012962307,-0.016061427,0.0036115323,0.0006210496,0.024139797,-0.009186781,-0.015494764,-0.004132019,0.008428696,0.008414244,-0.0032294097,-0.0027506389,0.015151454,0.0252725,0.007940002,-0.0022143172,0.0057548187,-0.020010298,-0.00430934,0.008988167,0.0021077103,0.0047718734,-0.011596595,0.021605479,0.00016358883,-0.0073840637,0.013705581,0.005614598,0.0047380812,0.0076970025,-0.016305886,0.0021976267,0.017488899,0.0001159632,0.020218413,-0.0035795267]"
572,Unknown,,"[0.004060001,-0.014962998,-0.016825734,0.017273514,0.007477467,0.021134516,-0.009765186,0.042327706,-0.01745136,-0.006252743,-0.012164,0.012843753,-0.01601471,0.02154999,-0.003674187,-0.03933149,-0.014034036,-0.014881923,0.009876304,-0.006779475,0.0105955675,0.0011132471,0.0056252787,-0.0012027955,-0.0052952194,0.016296824,-0.004539694,-0.003951055,0.021208381,0.018328035,0.020033276,0.015848396,0.0016477144,0.024233961,-0.018237785,-0.013509544,0.008836375,-0.02846222,-0.0033943949,0.02658816,0.005366528,0.008669115,-0.010739831,0.011417978,-0.007409442,0.020361284,0.009008045,0.031280957,0.036990926,0.00024774647,-0.00873112,-0.0135141695,0.0006065646,0.017081827,0.030226404,0.005498761,0.028739095,0.015219695,0.025309814,0.0055740406,0.014020815,0.010500216,-0.035999868,-0.003089214,0.0005052968,0.047769908,0.0022406545,-0.011207656,0.04074542,0.0061953007,0.020041946,-0.031472277,-0.019820603,-0.0375931,0.028065987,0.045187484,0.009894913,0.034906708,-0.006332705,0.014639302,-0.002211433,-0.0023626836,0.013014915,-0.005456852,0.024455905,0.0007838008,-0.0002877094,-0.019092757,0.028816232,0.027055403,0.019742018,-0.042463694,0.031667434,-0.012836173,0.012165804,0.02790507,-0.01085661,0.011189964,0.018377831,0.015386182]"
576,Unknown,,"[-0.008053945,-0.001950394,-0.008356767,-0.0021318258,0.0032701679,-0.00028971513,0.0047597485,0.01574341,0.0049272515,0.00688218,0.0019785597,-0.009811181,0.0014953541,-0.0005803628,-0.0037999654,-0.0058059758,-0.0028322812,0.005425782,-0.0043314225,-0.009501654,0.006437412,0.015374003,-0.00488357,0.0063993195,0.004605383,0.01087299,0.0016600335,-0.009665062,-0.009642639,0.008811021,-0.0026548535,0.0021509235,-0.00036368822,0.013103288,0.008085994,-0.0028285286,0.0069442624,-0.0070472825,0.006168991,0.0001203646,-0.0026688378,-0.00025561076,0.0041203164,-0.0027909647,0.0046732486,0.0028240897,0.0027209378,0.006557421,0.0011274397,0.0033633844,-0.0009945361,-0.0005571446,0.0011172992,-0.004410402,0.0048376494,-0.0013702338,-0.0010273078,0.00022762729,-0.00729106,0.0016436436,0.0021194746,-0.0058164317,-7.9715006e-05,-0.0008006059,0.00078965764,0.0028794196,0.0023296776,0.0051079406,0.0022411735,0.004443221,-0.0049722423,-0.0013603002,-0.0006977616,-0.0006504006,0.0035275575,0.0056214645,-0.004967063,0.0007703099,-0.0016726255,0.007157898,0.0011670011,-0.0054982044,-0.0026681018,0.005957096,0.00013342251,-0.00375567,0.0021310272,0.0067876615,-0.0025548865,-0.0027525995,-0.0030808228,-0.00041398517,-0.011580698,0.00459143,0.00088885415,0.0023676949,0.0010629199,-0.004357379,0.0038563053,0.0002485736]"
578,Unknown,,"[0.0044534146,-0.0028065806,0.0029824774,0.002927474,-0.0019980196,-0.0015527357,0.0013184564,0.010542507,0.010172332,-0.0049488926,-0.011659549,-0.0054816287,-0.005865311,-0.0040617376,-0.0010632777,0.0069342116,-0.0028700675,0.013948613,0.008556051,0.0033473235,0.0025142129,-0.0042290515,-0.013006453,0.012658361,-0.0088062,0.008989505,0.011595137,-0.00032477712,0.0057742354,0.009996931,-0.0018089492,-0.014639527,0.0023613265,0.009317258,0.009378436,-0.009971332,-0.004900497,0.011271759,0.012973169,0.010438773,0.0033558926,0.012851372,0.002459383,0.010042346,0.0011672571,0.0010255463,0.0043627853,-0.0013264623,-0.008375807,0.004490441,0.021653473,0.0019895385,0.00512233,0.004040173,0.0014150448,-0.005428561,-0.018072011,-0.0045569413,-0.0012873273,0.0065761576,0.0059105563,0.0098514855,0.004665835,0.0074238065,0.009404627,0.0027637319,1.9680305e-05,0.0071369233,0.0015401553,0.009619982,0.0013781178,-0.012626166,0.001989667,-0.0020400675,-0.004061069,0.0002944573,0.0017332991,-0.006235108,-0.0037663472,-0.002664801,-0.010538081,-0.008666255,-0.0044320337,-0.013621027,-0.016012948,-0.0034690993,0.004538489,-0.0077457135,0.0075310874,0.008281334,-0.012536124,0.00226521,0.0021820408,-0.005213939,-0.009813137,0.0074252025,0.0071036424,0.0037473897,0.021907248,-0.024870168]"
580,Princess Caraboo,1994,"[0.042449668,-0.003319279,0.04764817,0.036142424,0.011154903,-0.02013217,-0.0038527106,0.04694253,0.006222464,-0.022409627,0.029341608,0.022062575,0.028932385,0.016946845,-0.024773568,-0.03183675,0.01626911,0.0376937,0.0032420836,0.012484999,-0.02798093,0.016258975,-0.008972132,0.035884503,0.008779014,0.023606114,0.0065518413,0.04452948,-0.029405631,0.061160594,-0.00691824,0.03198926,-0.036681917,-0.012821035,-0.008846681,-0.043757576,0.02073887,0.032582402,0.0020340749,-0.009125074,0.018569125,0.0071695275,-0.0066406718,0.022532342,0.016926473,-0.056876164,0.0021277084,0.040827964,-0.02410081,0.0075207455,0.019230053,0.038127717,0.03809018,0.015414589,0.04589316,0.04106715,0.031283323,-0.005105889,0.012268345,-0.031212779,0.027486825,-0.041571125,-0.011840172,0.025103604,-0.021761427,-0.023374278,0.03715881,-0.0012927976,-0.008934911,0.03839777,0.0027300706,-0.010769924,-0.019063417,-0.050006088,0.038673658,-0.025369773,-0.057161413,-0.00044753385,-0.03962487,0.011423942,-0.00052719336,0.019418007,-0.025348198,-0.001999277,0.028757568,0.00075768086,0.02478326,-0.00419159,-0.04989015,-0.0004903795,-0.01965806,0.03493134,-0.015173102,-0.004400465,0.00040480815,-0.013998973,0.008236755,0.027392047,0.025599541,-0.0126587935]"
